title,sentiment,prediction
The Bullshit of Intrapreneurship - outBOXidea,neutral,0
Why the 737 Max should never fly again,neutral,0
Job gains and losses by state from March 2019 to March 2021,negative,1
Lyft goes ahead of Uber in the IPO game,neutral,1
Identifying Value Traps with Deep Learning,neutral,1
The trade-off between economic and health outcomes of the COVID-19 epidemic,negative,1
Texas Bitcoin Mining Startup Gets $50 Million From Peter Thiel to Steal China’s Crypto Crown,neutral,0
Bruegel: Science is clear: climate action canâ€™t wait any longer,neutral,2
"Two words ""Keystone Economics"" Could be the missing key to why things are not going our way.",neutral,1
25 percent tariff on all imports from China would shave 1.5 percentage points off Chinese growth and slash U.S. real GDP by 2.6 percentage points and cost the economy 3 million jobs by the final quarter of 2020.,negative,1
Canada house prices poised to surge again despite central bank warning,positive,1
Share buybacks by firms globally hit a three-year high,positive,0
Israeli cannabis firm to list on London Stock Exchange,neutral,2
Euro sinks as ECB slashes growth forecasts and warns of the 'threat of protectionism',negative,1
U.S. Mints More Than Half of Worldâ€™s New Millionaires,neutral,0
Rep. Brad Sherman Calls for Blanket Ban on Cryptocurrencies,neutral,1
The Mighty U.S. Consumer Is Struggling,neutral,0
Architect of Warren’s wealth tax says we’re in a new gilded age,neutral,1
Nearly 300 American businesses that received PPP loans have filed for bankruptcy after the money ran out,negative,0
"The City That Apps Built, or Destroyed: An unprecedented analysis of who is buying San Francisco property",neutral,0
"Bill in Congress would guarantee $1,200 monthly checks for Americans",neutral,0
Car industry woes weigh on Germany’s prospects,negative,0
"Millennials with college education reported making $36,000 in 2018 vs. Baby Boomers at the same age who reported making $38,900 in 1982",neutral,1
The Green New Deal Might Be More Popular Than a Carbon Tax,neutral,0
United Airlines set to fire nearly 600 workers for defying vaccine mandate,negative,0
"Don’t Overlook Minimum Wage’s Negative Effects: They fall disproportionately on immigrants, inner-city minorities, and young people.",negative,0
"About half of China's loans to developing countries are 'hidden,' study finds",neutral,1
Research Study on Ongoing Crime Spree by Wall Street Mega Banks Gets News Blackout: Here’s Why,neutral,1
U.S.-China trade war to push companies to Taiwan: think tank,neutral,0
What happens to common sense and logical thinking when these are needed the most during a crisis??? Stockpiling during Covid-19 proves how panic takes over common sense.,neutral,1
Why There Are Plenty of Jobs and Still Unemployment,neutral,1
The Nasdaq Hit a High. Can We Call It a Bubble?,neutral,2
The myth of China's manufacturing decline,neutral,0
S&amp;P says it believes China Evergrande default still ‘highly likely’,neutral,0
Companies claim thereâ€™s a labor shortage. Their solution? Prisoners,negative,1
"Biden's call for $10,000 in student loan forgiveness not included in stimulus plan",neutral,1
"Democratic sweep could spark a surprise rally with a unified approach to Covid-19, Bank of America says",positive,1
What is Inequality?,neutral,1
"Data breaches getting costlier, harder to detect and repair says IBM study",negative,1
"TikTok bans children from the popular lip-syncing app after $5.7 million fine - The app, formerly called Musical.ly, was hit with the largest fine ever under a privacy law meant to protect users under 13.",negative,1
Social Security Benefits Could Be Cut by 2031. Here's What That Means for Retirees,neutral,2
Amazon cuts off three delivery companies publicly linked to deaths,negative,1
Amazon will pay $0 in federal taxes this year,neutral,1
What you need to know as an entrepreneur before you ask for money,neutral,0
Japan’s Statistics Scandal: The Need for New Approaches,neutral,2
Disney accused by activist shareholder of 'complicity in China genocide',negative,0
KKR makes non-binding $12 bln takeover proposal for Telecom Italia,neutral,1
Elon Musk tweets to ask if he should sell some Tesla stock,neutral,0
Market consistently underestimates Fed rate hikes,negative,1
China Unveils New Rules Targeting Anticompetitive Practices by Internet Companies,neutral,1
Jay Clayton says he will step down early as head of the SEC at the end of 2020,neutral,0
No crowds as Apple's iPhone 11 hits stores in China,neutral,0
Questlove Launches Cheesesteak Sandwich Made With Plant-Based Impossible Meat,neutral,0
Ackman’s London-Listed Pershing Square Gets Its Own Activist,neutral,0
October 2020 Rent Report - Rents continue to crash,negative,1
How would you react if your employees drove around company cars like this driver? How much would your insurance rates increase?,neutral,2
Why It’s So Hard for Startups to Create Wealth in Europe,neutral,1
"There's a 35% chance that the S&amp;P 500 could fall into a bear market, Bank of America says",negative,1
McDonald's apologises after China store bans black people,negative,1
Honda's global operations hit by cyber-attack,negative,1
Dollar Tree is raising its prices for good | New Pittsburgh Courier,positive,1
"Russia Cut to Junk Rating by S&amp;P, Ukraine’s Rating Lowered",neutral,2
"US raised tariffs on $200 billion worth of Chinese goods from 10% to 25%, China vows to retaliate",positive,1
Who’s at fault for student-loan defaults?,negative,1
"BP posts $3.3 billion third-quarter profit, beating estimates as oil prices surge",positive,0
The Art and Science of Knowing What You Own,neutral,1
Airbnb is laying off a quarter of its staff - Vox,negative,0
Corporations' Effective Tax Rate was just 7% under Trump's Tax Law,neutral,0
A new generation of climate fintech startups,neutral,1
"The federal deficit ballooned at start of new fiscal year, up 77 percent from a year before",positive,0
NZ economy bounces out of recession with 14% gain in GDP,positive,0
"Aug 25, 2021 - Renters have only received 11% of stimulus aid — and the latest eviction ban could end before they get the rest...",negative,1
"People didn't rush back to work when their unemployment benefits were cut early, a new study finds, despite what some GOP governors predicted",negative,0
Yield curve inverts once again on fears the Fed won't save the economy from recession,negative,1
Cryptocurrency heist hacker returns $260m in funds,neutral,1
Zillow’s Algorithm-Fueled Buying Spree Doomed Its Home-Flipping Experiment,negative,0
Behind the Market Swoon: The Herdlike Behavior of Computerized Trading,neutral,2
Economics After Neoliberalism: Economics without politics denies important realities about public life,neutral,1
China’s property market runs out of steam as millions demand their money back,negative,1
A SPAC Fuels the Takeoff of Electric Air Taxis,neutral,1
"90% of Americans using their personal devices for work, risking their workplace by accidentally opening access to their company data.",negative,1
Why raising interest rates won’t help the economy – but may harm central bank credibility,negative,0
"The UK Government caught recklessly spending again in times like Brexit, financing the UK space agency. Their goal was “to create hundreds of new regional jobs"" Instead they're giving away space-related contracts to non-UK entities.",neutral,0
US jobs numbers hit 49-year high,positive,1
"Four-day week 'an overwhelming success' in Iceland: Â« Workers reported feeling less stressed and at risk of burnout, and said their health and work-life balance had improved. Â»",positive,0
"Purdue Pharma offers $10-12B to settle 2,000+ opioid lawsuits",neutral,1
â€˜A perfect stormâ€™: supply chain crisis could blow world economy off course,negative,0
Behavioural responses to a wealth tax (University of Warwick Economics),neutral,1
"Kellogg's strike: 1,400 cereal factory workers hit picket lines",negative,0
"Nearly 70% of Economists Expect Faster Wage Growth Over Next Year, WSJ Survey Says",positive,1
Huawei prepares for 40%-60% fall in international smartphone shipments- Bloomberg,negative,0
"According to a new study, Cyber security spending by businesses climbed to $13 million per company in 2018, an increase of 12% on the previous year.",positive,1
Gig economy workers hail ‘landmark’ push to make them employees,neutral,0
The Trickle Up Economics of Government Debt,neutral,0
"Starbucks will have at least one unionized cafe in Buffalo, New York — a U.S. first for the chain",neutral,1
Hong Kong protesters are calling for massive ATM withdrawals in an economic warning to China,negative,0
Elon Musk takes aim at President Biden after he fails to mention Tesla during State of the Union,negative,1
Europe is paying less than U.S. for many coronavirus vaccines,negative,0
U.S. trade deficit shrinks as exports surge to record high,negative,1
AQR Head of Machine Learning Marcos Lopez de Prado to Leave,neutral,1
Affirm shares plummet 21% after accidentally tweeting financial results early,negative,1
Gates is selling his stocks which may be a signal of another possible crisis,negative,1
"It's not a 'Great Resignation' that will change work forever, one economist says. His calculations show the labor shortage is ending soon.",negative,1
US economists now expect recession in 2020 or 2021,negative,2
Eurozone inflation hits a record high of 4.9 percent - New York Times,positive,1
Big Short’s Michael Burry Reveals His Picks of Undervalued Japanese Companies,neutral,1
Global economic growth forecasts cut again by OECD,negative,1
"Itâ€™s estimated that Google handles 3.5 billion queries per day. In comparison to Baidu (The largest search engine in China), which handles 3.3 billion queries per day. China's population forecast to peak at 1.44bn in 2029. Might Google turn into the 2nd largest search engine?",neutral,1
Fed Chair Powell says lower unemployment rate hides true 'deterioration' of labor market,negative,0
Executive says Exxon will be focused on hydrocarbons 'for a long time',neutral,1
"Do you know the history of Kuwait Dinar, the world's most strongest currency?",neutral,1
Red capital: how Chinese companies wield political influence in Hong Kong,neutral,1
