title,prediction,sentiment
What Should The Government Spend To Save A Life?,negative,negative
"In reversal, Trump says he is no longer looking at a payroll tax cut",negative,negative
FICO introduced a new credit measure yesterday,negative,negative
Historian Argues Ronald Reagan's 1981 Tax Cut Led To Trumpism,negative,negative
"Alphabet, Apple, Amazon and Facebook are in the crosshairs of the FTC and DOJ",negative,negative
Why super apps are proliferating across emerging markets,negative,negative
"Since the beginning of 2019, the worth of the entire cryptocurrency market has tripled, and daily trading volumes passed $70B. However, some are questioning the legitimacy of this data. It's time to evaluate how many people are really trading crypto",negative,negative
Doctor's world-first eye test - using a 5G smartphone,negative,negative
South Korea to release Samsung scion on parole,negative,negative
Elon Musk gives about $5.7 billion in Tesla stock to charity,negative,negative
Democrats Propose Tax on Large Oil Companies’ Profits,negative,negative
The Bullshit of Intrapreneurship - outBOXidea,negative,negative
Why the 737 Max should never fly again,negative,negative
Job gains and losses by state from March 2019 to March 2021,positive,positive
Lyft goes ahead of Uber in the IPO game,negative,negative
Identifying Value Traps with Deep Learning,negative,negative
The trade-off between economic and health outcomes of the COVID-19 epidemic,negative,positive
Texas Bitcoin Mining Startup Gets $50 Million From Peter Thiel to Steal China’s Crypto Crown,negative,negative
Bruegel: Science is clear: climate action canâ€™t wait any longer,negative,negative
"Two words ""Keystone Economics"" Could be the missing key to why things are not going our way.",negative,negative
25 percent tariff on all imports from China would shave 1.5 percentage points off Chinese growth and slash U.S. real GDP by 2.6 percentage points and cost the economy 3 million jobs by the final quarter of 2020.,positive,positive
Canada house prices poised to surge again despite central bank warning,neutral,neutral
Share buybacks by firms globally hit a three-year high,neutral,neutral
Israeli cannabis firm to list on London Stock Exchange,negative,negative
Euro sinks as ECB slashes growth forecasts and warns of the 'threat of protectionism',positive,positive
U.S. Mints More Than Half of Worldâ€™s New Millionaires,negative,negative
Rep. Brad Sherman Calls for Blanket Ban on Cryptocurrencies,negative,negative
The Mighty U.S. Consumer Is Struggling,negative,negative
Architect of Warren’s wealth tax says we’re in a new gilded age,negative,negative
Nearly 300 American businesses that received PPP loans have filed for bankruptcy after the money ran out,positive,positive
"The City That Apps Built, or Destroyed: An unprecedented analysis of who is buying San Francisco property",negative,negative
"Bill in Congress would guarantee $1,200 monthly checks for Americans",negative,negative
Car industry woes weigh on Germany’s prospects,positive,positive
"Millennials with college education reported making $36,000 in 2018 vs. Baby Boomers at the same age who reported making $38,900 in 1982",negative,negative
The Green New Deal Might Be More Popular Than a Carbon Tax,negative,negative
United Airlines set to fire nearly 600 workers for defying vaccine mandate,positive,positive
"Don’t Overlook Minimum Wage’s Negative Effects: They fall disproportionately on immigrants, inner-city minorities, and young people.",positive,positive
"About half of China's loans to developing countries are 'hidden,' study finds",negative,negative
Research Study on Ongoing Crime Spree by Wall Street Mega Banks Gets News Blackout: Here’s Why,negative,negative
U.S.-China trade war to push companies to Taiwan: think tank,negative,negative
What happens to common sense and logical thinking when these are needed the most during a crisis??? Stockpiling during Covid-19 proves how panic takes over common sense.,negative,negative
Why There Are Plenty of Jobs and Still Unemployment,negative,negative
The Nasdaq Hit a High. Can We Call It a Bubble?,negative,negative
The myth of China's manufacturing decline,negative,negative
S&amp;P says it believes China Evergrande default still ‘highly likely’,negative,negative
Companies claim thereâ€™s a labor shortage. Their solution? Prisoners,positive,positive
"Biden's call for $10,000 in student loan forgiveness not included in stimulus plan",negative,negative
"Democratic sweep could spark a surprise rally with a unified approach to Covid-19, Bank of America says",neutral,neutral
What is Inequality?,negative,negative
"Data breaches getting costlier, harder to detect and repair says IBM study",negative,positive
"TikTok bans children from the popular lip-syncing app after $5.7 million fine - The app, formerly called Musical.ly, was hit with the largest fine ever under a privacy law meant to protect users under 13.",positive,positive
Social Security Benefits Could Be Cut by 2031. Here's What That Means for Retirees,negative,negative
Amazon cuts off three delivery companies publicly linked to deaths,positive,positive
Amazon will pay $0 in federal taxes this year,negative,negative
What you need to know as an entrepreneur before you ask for money,negative,negative
Japan’s Statistics Scandal: The Need for New Approaches,negative,negative
Disney accused by activist shareholder of 'complicity in China genocide',positive,positive
KKR makes non-binding $12 bln takeover proposal for Telecom Italia,negative,negative
Elon Musk tweets to ask if he should sell some Tesla stock,negative,negative
Market consistently underestimates Fed rate hikes,positive,positive
China Unveils New Rules Targeting Anticompetitive Practices by Internet Companies,negative,negative
Jay Clayton says he will step down early as head of the SEC at the end of 2020,negative,negative
No crowds as Apple's iPhone 11 hits stores in China,negative,negative
Questlove Launches Cheesesteak Sandwich Made With Plant-Based Impossible Meat,negative,negative
Ackman’s London-Listed Pershing Square Gets Its Own Activist,negative,negative
October 2020 Rent Report - Rents continue to crash,positive,positive
How would you react if your employees drove around company cars like this driver? How much would your insurance rates increase?,negative,negative
Why It’s So Hard for Startups to Create Wealth in Europe,negative,negative
"There's a 35% chance that the S&amp;P 500 could fall into a bear market, Bank of America says",positive,positive
McDonald's apologises after China store bans black people,positive,positive
Honda's global operations hit by cyber-attack,positive,positive
Dollar Tree is raising its prices for good | New Pittsburgh Courier,neutral,neutral
"Russia Cut to Junk Rating by S&amp;P, Ukraine’s Rating Lowered",positive,negative
"US raised tariffs on $200 billion worth of Chinese goods from 10% to 25%, China vows to retaliate",neutral,neutral
Who’s at fault for student-loan defaults?,positive,positive
"BP posts $3.3 billion third-quarter profit, beating estimates as oil prices surge",neutral,neutral
The Art and Science of Knowing What You Own,negative,negative
Airbnb is laying off a quarter of its staff - Vox,positive,positive
Corporations' Effective Tax Rate was just 7% under Trump's Tax Law,negative,negative
A new generation of climate fintech startups,negative,negative
"The federal deficit ballooned at start of new fiscal year, up 77 percent from a year before",neutral,neutral
NZ economy bounces out of recession with 14% gain in GDP,neutral,neutral
"Aug 25, 2021 - Renters have only received 11% of stimulus aid — and the latest eviction ban could end before they get the rest...",positive,positive
"People didn't rush back to work when their unemployment benefits were cut early, a new study finds, despite what some GOP governors predicted",positive,positive
Yield curve inverts once again on fears the Fed won't save the economy from recession,positive,positive
Cryptocurrency heist hacker returns $260m in funds,negative,negative
Zillow’s Algorithm-Fueled Buying Spree Doomed Its Home-Flipping Experiment,positive,positive
